filename,label,category_id,bbox,image_id,location,split_type,date_captured,year_month,minute_of_day,day_of_year,minOfDay_sin,minOfDay_cos,dayOfYear_sin,dayOfYear_cos
59260cdf-23d2-11e8-a6a3-ec086b02610b_0.jpg,skunk,7,"[2128.0, 745.6, 364.8, 377.6]",59260cdf-23d2-11e8-a6a3-ec086b02610b,120,train,2013-03-01 02:46:03,2013-03,166.0,60.0,0.6626200482157375,0.7489557207890021,0.8587639582758029,0.5123714121284237
58b820f7-23d2-11e8-a6a3-ec086b02610b_0.jpg,squirrel,5,"[1548.8, 918.4, 412.8, 252.8]",58b820f7-23d2-11e8-a6a3-ec086b02610b,120,train,2013-03-01 11:37:21,2013-03,697.0,60.0,0.10018806161207594,-0.9949685182509117,0.8587639582758029,0.5123714121284237
58a37a10-23d2-11e8-a6a3-ec086b02610b_0.jpg,dog,8,"[1046.4, 9.6, 1504.0, 1433.6]",58a37a10-23d2-11e8-a6a3-ec086b02610b,120,train,2013-03-01 15:33:51,2013-03,933.0,60.0,-0.8012538126910606,-0.5983246005706593,0.8587639582758029,0.5123714121284237
58c0345e-23d2-11e8-a6a3-ec086b02610b_0.jpg,coyote,9,"[2000.0, 502.4, 547.2, 611.2]",58c0345e-23d2-11e8-a6a3-ec086b02610b,120,train,2013-03-02 07:24:20,2013-03,444.0,61.0,0.9335804264972017,-0.35836794954530027,0.8674563547295968,0.49751328890718066
58b4a92f-23d2-11e8-a6a3-ec086b02610b_0.jpg,coyote,9,"[1811.2, 384.0, 729.6, 1155.2]",58b4a92f-23d2-11e8-a6a3-ec086b02610b,120,train,2013-03-02 07:25:10,2013-03,445.0,61.0,0.9320078692827986,-0.3624380382837014,0.8674563547295968,0.49751328890718066
587eed76-23d2-11e8-a6a3-ec086b02610b_0.jpg,bird,11,"[1024.0, 1590.4, 604.8, 262.4]",587eed76-23d2-11e8-a6a3-ec086b02610b,120,train,2013-03-02 08:25:56,2013-03,505.0,61.0,0.8064446042674828,-0.5913096483635821,0.8674563547295968,0.49751328890718066
59136485-23d2-11e8-a6a3-ec086b02610b_0.jpg,dog,8,"[1376.0, 596.0, 576.0, 708.0]",59136485-23d2-11e8-a6a3-ec086b02610b,120,train,2013-03-02 09:43:23,2013-03,583.0,61.0,0.5628049276950687,-0.8265897491271885,0.8674563547295968,0.49751328890718066
59216534-23d2-11e8-a6a3-ec086b02610b_0.jpg,skunk,7,"[2157.6995535714, 477.3997209821, 399.1004464286, 719.4002790179]",59216534-23d2-11e8-a6a3-ec086b02610b,120,train,2013-03-02 23:43:55,2013-03,1423.0,61.0,-0.0741084901953993,0.9972501850994857,0.8674563547295968,0.49751328890718066
592c4efc-23d2-11e8-a6a3-ec086b02610b_0.jpg,dog,8,"[1478.4, 448.0, 377.6, 288.0]",592c4efc-23d2-11e8-a6a3-ec086b02610b,120,train,2013-03-03 08:57:41,2013-03,537.0,62.0,0.7163019434246544,-0.69779045984168,0.8758917051442429,0.48250774176121847
596a4e20-23d2-11e8-a6a3-ec086b02610b_0.jpg,squirrel,5,"[2026.591179657, 1300.9900663376, 89.9575649261, 93.3521900177]",596a4e20-23d2-11e8-a6a3-ec086b02610b,47,train,2013-03-03 13:17:42,2013-03,797.0,62.0,-0.32969064526278713,-0.9440890203927843,0.8758917051442429,0.48250774176121847
592f6fb5-23d2-11e8-a6a3-ec086b02610b_0.jpg,car,33,"[0, 0, 2560, 1920]",592f6fb5-23d2-11e8-a6a3-ec086b02610b,120,train,2013-03-03 13:24:15,2013-03,804.0,62.0,-0.35836794954530043,-0.9335804264972016,0.8758917051442429,0.48250774176121847
58af75b7-23d2-11e8-a6a3-ec086b02610b_0.jpg,coyote,9,"[1478.4, 582.4, 390.4, 336.0]",58af75b7-23d2-11e8-a6a3-ec086b02610b,120,train,2013-03-03 19:38:08,2013-03,1178.0,62.0,-0.9099612708765432,0.4146932426562389,0.8758917051442429,0.48250774176121847
58ff0ffc-23d2-11e8-a6a3-ec086b02610b_0.jpg,bobcat,6,"[2137.6, 601.6, 422.4, 345.6]",58ff0ffc-23d2-11e8-a6a3-ec086b02610b,120,train,2013-03-03 21:57:56,2013-03,1317.0,62.0,-0.5112930860770518,0.8594064115014528,0.8758917051442429,0.48250774176121847
