filename,label,category_id,bbox,image_id,location,split_type,date_captured,year_month,minute_of_day,day_of_year,minOfDay_sin,minOfDay_cos,dayOfYear_sin,dayOfYear_cos
5a0fd077-23d2-11e8-a6a3-ec086b02610b_0.jpg,cat,16,"[143.36, 691.2, 568.32, 312.32]",5a0fd077-23d2-11e8-a6a3-ec086b02610b,38,train,2012-03-01 01:23:36,2012-03,83.0,61.0,0.3542910379977158,0.9351352096860116,0.8674563547295968,0.4975132889071806
59862370-23d2-11e8-a6a3-ec086b02610b_0.jpg,cat,16,"[440.32, 629.76, 465.92, 273.92]",59862370-23d2-11e8-a6a3-ec086b02610b,38,train,2012-03-01 01:23:37,2012-03,83.0,61.0,0.3542910379977158,0.9351352096860116,0.8674563547295968,0.4975132889071806
5a1fe939-23d2-11e8-a6a3-ec086b02610b_0.jpg,cat,16,"[874.0978125, 597.333359375, 526.7909814996, 252.586640625]",5a1fe939-23d2-11e8-a6a3-ec086b02610b,38,train,2012-03-01 01:23:38,2012-03,83.0,61.0,0.3542910379977158,0.9351352096860116,0.8674563547295968,0.4975132889071806
59ccd0f7-23d2-11e8-a6a3-ec086b02610b_0.jpg,cat,16,"[601.6, 622.08, 512.0, 284.16]",59ccd0f7-23d2-11e8-a6a3-ec086b02610b,38,train,2012-03-01 01:23:38,2012-03,83.0,61.0,0.3542910379977158,0.9351352096860116,0.8674563547295968,0.4975132889071806
5a17df7a-23d2-11e8-a6a3-ec086b02610b_0.jpg,cat,16,"[1091.84, 573.44, 472.32, 248.32]",5a17df7a-23d2-11e8-a6a3-ec086b02610b,38,train,2012-03-01 01:23:39,2012-03,83.0,61.0,0.3542910379977158,0.9351352096860116,0.8674563547295968,0.4975132889071806
59e1044a-23d2-11e8-a6a3-ec086b02610b_0.jpg,cat,16,"[1264.64, 547.84, 471.04, 266.24]",59e1044a-23d2-11e8-a6a3-ec086b02610b,38,train,2012-03-01 01:23:40,2012-03,83.0,61.0,0.3542910379977158,0.9351352096860116,0.8674563547295968,0.4975132889071806
592de498-23d2-11e8-a6a3-ec086b02610b_0.jpg,skunk,7,"[1367.04, 765.44, 227.84, 156.16]",592de498-23d2-11e8-a6a3-ec086b02610b,120,train,2012-03-01 01:29:00,2012-03,89.0,61.0,0.378648617352433,0.9255405040175664,0.8674563547295968,0.4975132889071806
59eaba0a-23d2-11e8-a6a3-ec086b02610b_0.jpg,opossum,1,"[1290.24, 680.96, 358.4, 307.2]",59eaba0a-23d2-11e8-a6a3-ec086b02610b,38,train,2012-03-01 03:00:48,2012-03,180.0,61.0,0.7071067811865475,0.7071067811865476,0.8674563547295968,0.4975132889071806
5a13099c-23d2-11e8-a6a3-ec086b02610b_0.jpg,opossum,1,"[1246.72, 803.84, 215.04, 245.76]",5a13099c-23d2-11e8-a6a3-ec086b02610b,38,train,2012-03-01 03:00:49,2012-03,180.0,61.0,0.7071067811865475,0.7071067811865476,0.8674563547295968,0.4975132889071806
59bfdfca-23d2-11e8-a6a3-ec086b02610b_0.jpg,opossum,1,"[1016.32, 872.96, 335.36, 284.16]",59bfdfca-23d2-11e8-a6a3-ec086b02610b,38,train,2012-03-01 03:00:50,2012-03,180.0,61.0,0.7071067811865475,0.7071067811865476,0.8674563547295968,0.4975132889071806
5a17dffa-23d2-11e8-a6a3-ec086b02610b_0.jpg,raccoon,3,"[750.08, 442.88, 263.68, 529.92]",5a17dffa-23d2-11e8-a6a3-ec086b02610b,33,train,2012-03-01 04:24:22,2012-03,264.0,61.0,0.9135454576426008,0.4067366430758002,0.8674563547295968,0.4975132889071806
5a02fb05-23d2-11e8-a6a3-ec086b02610b_0.jpg,raccoon,3,"[647.68, 419.84, 371.2, 384.0]",5a02fb05-23d2-11e8-a6a3-ec086b02610b,33,train,2012-03-01 04:24:23,2012-03,264.0,61.0,0.9135454576426008,0.4067366430758002,0.8674563547295968,0.4975132889071806
5995aefa-23d2-11e8-a6a3-ec086b02610b_0.jpg,raccoon,3,"[396.8, 389.12, 532.48, 299.52]",5995aefa-23d2-11e8-a6a3-ec086b02610b,33,train,2012-03-01 04:24:24,2012-03,264.0,61.0,0.9135454576426008,0.4067366430758002,0.8674563547295968,0.4975132889071806
59673702-23d2-11e8-a6a3-ec086b02610b_0.jpg,cat,16,"[166.4, 729.6, 378.88, 289.28]",59673702-23d2-11e8-a6a3-ec086b02610b,38,train,2012-03-01 09:13:48,2012-03,553.0,61.0,0.6658816660008343,-0.7460573750616994,0.8674563547295968,0.4975132889071806
59cf451b-23d2-11e8-a6a3-ec086b02610b_0.jpg,cat,16,"[368.64, 657.92, 314.88, 302.08]",59cf451b-23d2-11e8-a6a3-ec086b02610b,38,train,2012-03-01 09:13:49,2012-03,553.0,61.0,0.6658816660008343,-0.7460573750616994,0.8674563547295968,0.4975132889071806
5987b553-23d2-11e8-a6a3-ec086b02610b_0.jpg,cat,16,"[455.68, 578.56, 253.44, 322.56]",5987b553-23d2-11e8-a6a3-ec086b02610b,38,train,2012-03-01 09:13:50,2012-03,553.0,61.0,0.6658816660008343,-0.7460573750616994,0.8674563547295968,0.4975132889071806
5987b247-23d2-11e8-a6a3-ec086b02610b_0.jpg,cat,16,"[535.04, 552.96, 330.24, 317.44]",5987b247-23d2-11e8-a6a3-ec086b02610b,38,train,2012-03-01 09:13:54,2012-03,553.0,61.0,0.6658816660008343,-0.7460573750616994,0.8674563547295968,0.4975132889071806
59e44026-23d2-11e8-a6a3-ec086b02610b_0.jpg,cat,16,"[624.64, 599.68, 386.56, 206.72]",59e44026-23d2-11e8-a6a3-ec086b02610b,38,train,2012-03-01 09:13:55,2012-03,553.0,61.0,0.6658816660008343,-0.7460573750616994,0.8674563547295968,0.4975132889071806
5a0c9aac-23d2-11e8-a6a3-ec086b02610b_0.jpg,cat,16,"[834.56, 591.36, 384.0, 204.8]",5a0c9aac-23d2-11e8-a6a3-ec086b02610b,38,train,2012-03-01 09:13:56,2012-03,553.0,61.0,0.6658816660008343,-0.7460573750616994,0.8674563547295968,0.4975132889071806
5a0c9b64-23d2-11e8-a6a3-ec086b02610b_0.jpg,cat,16,"[1349.12, 440.32, 217.6, 222.72]",5a0c9b64-23d2-11e8-a6a3-ec086b02610b,38,train,2012-03-01 09:13:58,2012-03,553.0,61.0,0.6658816660008343,-0.7460573750616994,0.8674563547295968,0.4975132889071806
59e77be6-23d2-11e8-a6a3-ec086b02610b_0.jpg,cat,16,"[1474.56, 360.96, 227.84, 320.0]",59e77be6-23d2-11e8-a6a3-ec086b02610b,38,train,2012-03-01 09:13:59,2012-03,553.0,61.0,0.6658816660008343,-0.7460573750616994,0.8674563547295968,0.4975132889071806
59641f88-23d2-11e8-a6a3-ec086b02610b_0.jpg,cat,16,"[1597.44, 419.84, 256.0, 161.28]",59641f88-23d2-11e8-a6a3-ec086b02610b,38,train,2012-03-01 09:14:00,2012-03,554.0,61.0,0.6626200482157374,-0.7489557207890022,0.8674563547295968,0.4975132889071806
5976a2f0-23d2-11e8-a6a3-ec086b02610b_0.jpg,squirrel,5,"[962.4916992188, 436.0803833008, 52.4334738041, 67.9196166992]",5976a2f0-23d2-11e8-a6a3-ec086b02610b,24,train,2012-03-01 09:30:13,2012-03,570.0,61.0,0.6087614290087204,-0.7933533402912353,0.8674563547295968,0.4975132889071806
5a1e52c5-23d2-11e8-a6a3-ec086b02610b_0.jpg,squirrel,5,"[775.0, 265.8519897461, 43.0, 44.1480102539]",5a1e52c5-23d2-11e8-a6a3-ec086b02610b,24,train,2012-03-01 09:30:14,2012-03,570.0,61.0,0.6087614290087204,-0.7933533402912353,0.8674563547295968,0.4975132889071806
59ffbafe-23d2-11e8-a6a3-ec086b02610b_0.jpg,squirrel,5,"[697.5107948068, 166.6357712752, 42.7649324512, 55.2994816179]",59ffbafe-23d2-11e8-a6a3-ec086b02610b,24,train,2012-03-01 09:30:15,2012-03,570.0,61.0,0.6087614290087204,-0.7933533402912353,0.8674563547295968,0.4975132889071806
