filename,label,category_id,bbox,image_id,location,split_type,date_captured,year_month,minute_of_day,day_of_year,minOfDay_sin,minOfDay_cos,dayOfYear_sin,dayOfYear_cos
58e0f7ef-23d2-11e8-a6a3-ec086b02610b_0.jpg,car,33,"[0, 0, 2048, 1536]",58e0f7ef-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-06 17:17:00,2011-03,1037.0,65.0,-0.9824503977255097,-0.18652403600873468,0.8996308696522433,0.43665123195606403
58c03554-23d2-11e8-a6a3-ec086b02610b_0.jpg,car,33,"[0, 0, 2048, 1536]",58c03554-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-06 17:32:00,2011-03,1052.0,65.0,-0.9925461516413221,-0.12186934340514717,0.8996308696522433,0.43665123195606403
58e280b9-23d2-11e8-a6a3-ec086b02610b_0.jpg,car,33,"[0, 0, 2048, 1536]",58e280b9-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-06 17:37:00,2011-03,1057.0,65.0,-0.9949685182509117,-0.10018806161207644,0.8996308696522433,0.43665123195606403
58782b4f-23d2-11e8-a6a3-ec086b02610b_0.jpg,coyote,9,"[816.64, 660.48, 532.48, 279.04]",58782b4f-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-06 21:59:00,2011-03,1319.0,65.0,-0.5037739770455265,0.8638355052043956,0.8996308696522433,0.43665123195606403
593a4de4-23d2-11e8-a6a3-ec086b02610b_0.jpg,coyote,9,"[135.68, 706.56, 652.8, 353.28]",593a4de4-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-06 22:01:00,2011-03,1321.0,65.0,-0.4962165036752089,0.8681988144891419,0.8996308696522433,0.43665123195606403
58a37ceb-23d2-11e8-a6a3-ec086b02610b_0.jpg,car,33,"[0, 0, 2048, 1536]",58a37ceb-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-07 07:33:00,2011-03,453.0,66.0,0.9187912101488983,-0.39474385638426723,0.9070138128026359,0.4211008707960896
58d2eb92-23d2-11e8-a6a3-ec086b02610b_0.jpg,car,33,"[0, 0, 2048, 1536]",58d2eb92-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-07 15:40:00,2011-03,940.0,66.0,-0.8191520442889916,-0.5735764363510464,0.9070138128026359,0.4211008707960896
58b9d71c-23d2-11e8-a6a3-ec086b02610b_0.jpg,coyote,9,"[988.16, 642.56, 468.48, 250.88]",58b9d71c-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-07 19:02:00,2011-03,1142.0,66.0,-0.9636304532086231,0.26723837607825673,0.9070138128026359,0.4211008707960896
5874d439-23d2-11e8-a6a3-ec086b02610b_0.jpg,coyote,9,"[1141.76, 650.24, 550.4, 337.92]",5874d439-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-07 20:19:00,2011-03,1219.0,66.0,-0.821646937942164,0.5699967625963025,0.9070138128026359,0.4211008707960896
5883e846-23d2-11e8-a6a3-ec086b02610b_0.jpg,coyote,9,"[629.76, 698.88, 550.4, 343.04]",5883e846-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-07 20:49:00,2011-03,1249.0,66.0,-0.740218127486832,0.6723668074346681,0.9070138128026359,0.4211008707960896
