filename,label,category_id,bbox,image_id,location,split_type,date_captured,year_month,minute_of_day,day_of_year,minOfDay_sin,minOfDay_cos,dayOfYear_sin,dayOfYear_cos
585f4d43-23d2-11e8-a6a3-ec086b02610b_0.jpg,cat,16,"[1200.64, 568.32, 146.7734375, 246.613359375]",585f4d43-23d2-11e8-a6a3-ec086b02610b,100,val,2010-05-25 20:32:56,2010-05,1232.0,145.0,-0.7880107536067218,0.6156614753256585,0.6016240632249226,-0.7987793728863649
59180801-23d2-11e8-a6a3-ec086b02610b_0.jpg,cat,16,"[999.253359375, 404.48, 129.706640625, 218.453359375]",59180801-23d2-11e8-a6a3-ec086b02610b,100,val,2010-05-25 20:32:57,2010-05,1232.0,145.0,-0.7880107536067218,0.6156614753256585,0.6016240632249226,-0.7987793728863649
588dba7d-23d2-11e8-a6a3-ec086b02610b_0.jpg,opossum,1,"[1213.44, 637.44, 212.48, 271.36]",588dba7d-23d2-11e8-a6a3-ec086b02610b,100,val,2010-05-25 22:35:28,2010-05,1355.0,145.0,-0.36243803828370186,0.9320078692827984,0.6016240632249226,-0.7987793728863649
58bea7d7-23d2-11e8-a6a3-ec086b02610b_0.jpg,opossum,1,"[1062.4, 808.96, 279.04, 238.08]",58bea7d7-23d2-11e8-a6a3-ec086b02610b,100,val,2010-05-25 22:35:29,2010-05,1355.0,145.0,-0.36243803828370186,0.9320078692827984,0.6016240632249226,-0.7987793728863649
58a8a344-23d2-11e8-a6a3-ec086b02610b_0.jpg,opossum,1,"[870.4, 960.0, 261.12, 337.92]",58a8a344-23d2-11e8-a6a3-ec086b02610b,100,val,2010-05-25 22:35:30,2010-05,1355.0,145.0,-0.36243803828370186,0.9320078692827984,0.6016240632249226,-0.7987793728863649
59421235-23d2-11e8-a6a3-ec086b02610b_0.jpg,opossum,1,"[988.16, 844.8, 253.44, 314.88]",59421235-23d2-11e8-a6a3-ec086b02610b,100,val,2010-05-25 22:35:30,2010-05,1355.0,145.0,-0.36243803828370186,0.9320078692827984,0.6016240632249226,-0.7987793728863649
58995b19-23d2-11e8-a6a3-ec086b02610b_0.jpg,opossum,1,"[765.44, 1039.36, 281.6, 355.84]",58995b19-23d2-11e8-a6a3-ec086b02610b,100,val,2010-05-25 22:35:31,2010-05,1355.0,145.0,-0.36243803828370186,0.9320078692827984,0.6016240632249226,-0.7987793728863649
59439e1e-23d2-11e8-a6a3-ec086b02610b_0.jpg,opossum,1,"[645.12, 1020.16, 450.56, 268.8]",59439e1e-23d2-11e8-a6a3-ec086b02610b,100,val,2010-05-25 23:00:33,2010-05,1380.0,145.0,-0.2588190451025207,0.9659258262890683,0.6016240632249226,-0.7987793728863649
5948447f-23d2-11e8-a6a3-ec086b02610b_0.jpg,opossum,1,"[1044.48, 762.88, 235.52, 245.76]",5948447f-23d2-11e8-a6a3-ec086b02610b,100,val,2010-05-25 23:00:34,2010-05,1380.0,145.0,-0.2588190451025207,0.9659258262890683,0.6016240632249226,-0.7987793728863649
59328b0f-23d2-11e8-a6a3-ec086b02610b_0.jpg,opossum,1,"[968.96, 881.92, 181.76, 262.4]",59328b0f-23d2-11e8-a6a3-ec086b02610b,100,val,2010-05-25 23:00:34,2010-05,1380.0,145.0,-0.2588190451025207,0.9659258262890683,0.6016240632249226,-0.7987793728863649
