filename,label,category_id,bbox,image_id,location,split_type,date_captured,seq_id,year_month,minute_of_day,day_of_year,minOfDay_sin,minOfDay_cos,dayOfYear_sin,dayOfYear_cos
58e0f7ef-23d2-11e8-a6a3-ec086b02610b_0.jpg,car,33,"[0, 0, 2048, 1536]",58e0f7ef-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-06 17:17:00,700ce06b-5567-11e8-9453-dca9047ef277,2011-03,1037.0,65.0,-0.9824503977255097,-0.18652403600873468,0.8996308696522433,0.43665123195606403
58c03554-23d2-11e8-a6a3-ec086b02610b_0.jpg,car,33,"[0, 0, 2048, 1536]",58c03554-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-06 17:32:00,700ce0b8-5567-11e8-9b6a-dca9047ef277,2011-03,1052.0,65.0,-0.9925461516413221,-0.12186934340514717,0.8996308696522433,0.43665123195606403
58e280b9-23d2-11e8-a6a3-ec086b02610b_0.jpg,car,33,"[0, 0, 2048, 1536]",58e280b9-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-06 17:37:00,700ce100-5567-11e8-aee6-dca9047ef277,2011-03,1057.0,65.0,-0.9949685182509117,-0.10018806161207644,0.8996308696522433,0.43665123195606403
58782b4f-23d2-11e8-a6a3-ec086b02610b_0.jpg,coyote,9,"[816.64, 660.48, 532.48, 279.04]",58782b4f-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-06 21:59:00,700ce145-5567-11e8-9b2b-dca9047ef277,2011-03,1319.0,65.0,-0.5037739770455265,0.8638355052043956,0.8996308696522433,0.43665123195606403
593a4de4-23d2-11e8-a6a3-ec086b02610b_0.jpg,coyote,9,"[135.68, 706.56, 652.8, 353.28]",593a4de4-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-06 22:01:00,700ce18a-5567-11e8-a8a8-dca9047ef277,2011-03,1321.0,65.0,-0.4962165036752089,0.8681988144891419,0.8996308696522433,0.43665123195606403
593a4dd9-23d2-11e8-a6a3-ec086b02610b_0.jpg,dog,8,"[1041.92, 578.56, 232.96, 212.48]",593a4dd9-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-08 11:52:00,700ce3c5-5567-11e8-841c-dca9047ef277,2011-03,712.0,67.0,0.0348994967025007,-0.9993908270190958,0.9141279881853337,0.40542572835999735
58b66448-23d2-11e8-a6a3-ec086b02610b_0.jpg,car,33,"[0, 0, 2048, 1536]",58b66448-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-08 13:17:00,700ce40c-5567-11e8-bb17-dca9047ef277,2011-03,797.0,67.0,-0.32969064526278713,-0.9440890203927843,0.9141279881853337,0.40542572835999735
5896090b-23d2-11e8-a6a3-ec086b02610b_0.jpg,coyote,9,"[872.96, 576.0, 407.04, 279.04]",5896090b-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-08 18:45:00,700ce45c-5567-11e8-a643-dca9047ef277,2011-03,1125.0,67.0,-0.9807852804032304,0.1950903220161283,0.9141279881853337,0.40542572835999735
593d6835-23d2-11e8-a6a3-ec086b02610b_0.jpg,coyote,9,"[1436.16, 578.56, 599.04, 430.08]",593d6835-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-08 19:09:00,700ce4a3-5567-11e8-9e07-dca9047ef277,2011-03,1149.0,67.0,-0.9550199444571867,0.2965415749755707,0.9141279881853337,0.40542572835999735
58d15f4f-23d2-11e8-a6a3-ec086b02610b_0.jpg,coyote,9,"[1072.64, 614.4, 962.56, 581.12]",58d15f4f-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-08 22:31:00,700ce4e8-5567-11e8-9c1e-dca9047ef277,2011-03,1351.0,67.0,-0.37864861735243305,0.9255405040175664,0.9141279881853337,0.40542572835999735
58c34c31-23d2-11e8-a6a3-ec086b02610b_0.jpg,car,33,"[0, 0, 2048, 1536]",58c34c31-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-10 15:59:00,700ce773-5567-11e8-97d4-dca9047ef277,2011-03,959.0,69.0,-0.8638355052043956,-0.5037739770455264,0.9275416835791966,0.37371971479046906
58bb8b33-23d2-11e8-a6a3-ec086b02610b_0.jpg,car,33,"[0, 0, 2048, 1536]",58bb8b33-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-10 16:01:00,700ce7b8-5567-11e8-9bdc-dca9047ef277,2011-03,961.0,69.0,-0.8681988144891424,-0.4962165036752081,0.9275416835791966,0.37371971479046906
58ef70d6-23d2-11e8-a6a3-ec086b02610b_0.jpg,coyote,9,"[468.48, 550.4, 1502.72, 878.08]",58ef70d6-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-10 21:47:00,700ce80a-5567-11e8-ba50-dca9047ef277,2011-03,1307.0,69.0,-0.5482932295199143,0.8362861558477592,0.9275416835791966,0.37371971479046906
590a106d-23d2-11e8-a6a3-ec086b02610b_0.jpg,coyote,9,"[747.52, 619.52, 455.68, 220.16]",590a106d-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-12 00:20:00,700cea42-5567-11e8-9b85-dca9047ef277,2011-03,20.0,71.0,0.08715574274765817,0.9961946980917455,0.9398560579418954,0.3415707691678556
590b9e3f-23d2-11e8-a6a3-ec086b02610b_0.jpg,coyote,9,"[186.88, 701.44, 593.92, 314.88]",590b9e3f-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-12 01:40:00,700cea9c-5567-11e8-987d-dca9047ef277,2011-03,100.0,71.0,0.42261826174069944,0.9063077870366499,0.9398560579418954,0.3415707691678556
59199832-23d2-11e8-a6a3-ec086b02610b_0.jpg,coyote,9,"[0.0, 637.44, 724.48, 450.56]",59199832-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-12 22:05:00,700ceae3-5567-11e8-ba95-dca9047ef277,2011-03,1325.0,71.0,-0.48098876891938774,0.8767267557075077,0.9398560579418954,0.3415707691678556
58d15f19-23d2-11e8-a6a3-ec086b02610b_0.jpg,car,33,"[0, 0, 2048, 1536]",58d15f19-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-14 08:20:00,700cebbd-5567-11e8-ab8d-dca9047ef277,2011-03,500.0,73.0,0.819152044288992,-0.5735764363510458,0.9510565162951535,0.30901699437494745
587b7ffa-23d2-11e8-a6a3-ec086b02610b_0.jpg,car,33,"[0, 0, 2048, 1536]",587b7ffa-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-14 12:28:00,700cec54-5567-11e8-8dcb-dca9047ef277,2011-03,748.0,73.0,-0.12186934340514775,-0.992546151641322,0.9510565162951535,0.30901699437494745
58b9d809-23d2-11e8-a6a3-ec086b02610b_0.jpg,coyote,9,"[404.48, 698.88, 601.6, 325.12]",58b9d809-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-14 19:30:00,700cec99-5567-11e8-98b9-dca9047ef277,2011-03,1170.0,73.0,-0.9238795325112866,0.38268343236509,0.9510565162951535,0.30901699437494745
589b013d-23d2-11e8-a6a3-ec086b02610b_0.jpg,coyote,9,"[0.0, 675.84, 424.96, 455.68]",589b013d-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-16 00:07:00,700cee47-5567-11e8-a3c0-dca9047ef277,2011-03,7.0,75.0,0.03053851320982266,0.9995335908367129,0.9611297838723007,0.27609697309746883
59087f3d-23d2-11e8-a6a3-ec086b02610b_0.jpg,coyote,9,"[762.88, 517.12, 867.84, 883.2]",59087f3d-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-16 03:36:00,700cee8f-5567-11e8-8342-dca9047ef277,2011-03,216.0,75.0,0.8090169943749475,0.5877852522924731,0.9611297838723007,0.27609697309746883
58ff1019-23d2-11e8-a6a3-ec086b02610b_0.jpg,car,33,"[0, 0, 2048, 1536]",58ff1019-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-16 12:43:00,700ceed4-5567-11e8-adfe-dca9047ef277,2011-03,763.0,75.0,-0.18652403600873482,-0.9824503977255097,0.9611297838723007,0.27609697309746883
58857a9d-23d2-11e8-a6a3-ec086b02610b_0.jpg,car,33,"[0, 0, 2048, 1536]",58857a9d-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-16 14:23:00,700cef19-5567-11e8-81bb-dca9047ef277,2011-03,863.0,75.0,-0.5842496656374342,-0.8115739819650125,0.9611297838723007,0.27609697309746883
58c03690-23d2-11e8-a6a3-ec086b02610b_0.jpg,bobcat,6,"[870.4, 643.2, 249.6, 268.8]",58c03690-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-18 19:59:00,700cf15e-5567-11e8-a1ae-dca9047ef277,2011-03,1199.0,77.0,-0.8681988144891425,0.49621650367520775,0.970063921851507,0.2428497220959356
58a1cb7a-23d2-11e8-a6a3-ec086b02610b_0.jpg,car,33,"[0, 0, 2048, 1536]",58a1cb7a-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-22 07:13:00,700cf230-5567-11e8-93ca-dca9047ef277,2011-03,433.0,81.0,0.9496991262018769,-0.31316380648374964,0.9844738167520922,0.1755314904214282
58d61572-23d2-11e8-a6a3-ec086b02610b_0.jpg,car,33,"[0, 0, 2048, 1536]",58d61572-23d2-11e8-a6a3-ec086b02610b,120,train,2011-03-22 09:38:00,700cf275-5567-11e8-b4ee-dca9047ef277,2011-03,578.0,81.0,0.5807029557109399,-0.8141155183563191,0.9844738167520922,0.1755314904214282
